number,title,classification,year,date,latitude,longitude,magnitude,data
1612,Report 1612: Screams terrify campers near Mt. St. Helens,Not Infected,2012,Aug-15,46.06333,-122.1967,5,
3471,Report 3471: Beige upright creature seen at a distance of 1000 yards near Kell.,Class C,2012,Sep-15,38.4975,-88.9094,5,
24405,Report 24405: Man tells of his scary encounter while traveling Route 66 in a snow storm,Infected,2013,Dec-20,35.241,-111.8634,5,
7731,Report 7731: Hunting Partners Have Early Morning Roadway Sighting,Infected,2013,Oct-15,39.92778,-122.1781,5,
1030,"Report 1030: 5 children observe a very large hairy ""man"" for several minutes (N. Ft. Myers)",Infected,2013,Aug-23,26.59885,-81.8708,5,
3292,Report 3292: Mountain goat hunters have encounter with 8'-9' tall biped,Infected,2013,Aug-24,45.08334,-115.75,5,
26905,Report 26905: Fisherman has closeup encounter with a juvenile near Kankakee,Infected,2013,May-13,41.16124,-87.58124,5,
32162,Report 32162: Recollection of daylight sighting as youth near Victoria,Infected,2013,06-Sep,40.98073,-90.18332,5,
6094,Report 6094: Child has sighting in cornfield near Sheridan.,Infected,2013,09-Aug,40.18,-86.1512,5,
10538,Report 10538: Youths have daylight sighting near Westfield,Infected,2013,07-Oct,40.0403,-86.1084,5,
2428,Report 2428: Witness has sighting next to his home in Madison Co,Infected,2013,08-Jan,37.57039,-84.28714,5,
23530,Report 23530: Man recalls childhood incident near Grayling,Infected,2013,05-Jan,44.7,-84.71,5,
1338,Report 1338: Several incidents in the East Fork Community,Infected,2013,01-Jan,31.1603,-90.71574,5,
3333,Report 3333: Large creature turned and stared at couple,Infected,2013,10-Jan,35.2483,-83.28265,5,
13874,Report 13874: Old sighting (1973) and recent vocalizations (2005/06) on the outskirts of Maryland (town),Infected,2013,08-Jan,42.56379,-74.8865,5,
33014,Report 33014: Memory told of a daylight sightling while walking down railroad tracks near East Liverpool,Infected,2013,Aug-30,40.63606,-80.53528,5,
9765,Report 9765: Motorist and children have daylight sighting near Burns Flat.,Infected,2013,Sep-28,35.3011,-99.1702,5,
7562,Report 7562: Hunter briefly observes a stationary upright animal before it runs away,Infected,2013,Nov-15,44.825,-118.415,5,
26888,Report 26888: Man recalls his encounter after riding his dirt bike as a young man near Bradford,Infected,2013,09-Dec,41.97226,-78.66863,5,
23400,Report 23400: Upright creature crosses road in the path of a car near Newington Forest,Infected,2013,Jun-13,38.741,-77.23238,5,
1383,Report 1383: Creature seen running along a road,Infected,2013,Apr-18,47.29944,-122.1806,5,
1809,Report 1809: Two witnesses see a crouched figure on the beach. It stood up and walked into the nearby woods,Infected,2013,May-19,47.4549,-122.2825,5,
26381,Report 26381: Man recalls adversarial encounter with an unknown creature near French Gulch,Not Infected,2013,Apr-15,40.8333,-122.6417,5,
27978,Report 27978: Memory of a possible encounter as young girls riding horses at night near the Coralville Reservoir,Not Infected,2013,07-Jan,41.76292,-91.59415,5,
42547,Report 42547: Woman recalls her possible encounter on a farm outside Prairie du Rocher.,Not Infected,2013,06-Aug,38.09052,-90.06338,5,
5059,Report 5059: Family hears strange screams off Highway 54,Not Infected,2013,04-Apr,39.445,-91.07,5,
50534,Report 50534: Memory told of rocks thrown as two friends attempt to climb steep hill at Lake of the Ozarks,Not Infected,2013,07-Jan,38.16811,-92.79309,5,
1680,Report 1680: Young boy awakened by a loud roaring scream (Part 1),Not Infected,2013,Aug-15,46.803,-122.4133,5,
4323,Report 4323: Two hunters hear nighttime vocalizations near Darrington,Not Infected,2013,Oct-20,48.2775,-121.8078,5,
3472,Report 3472: Series of three incidents describing a human sized creature near edge of Edwardsville.,Class C,2013,06-Jun,38.809,-89.918,5,
875,Report 875: Man has sighting near Alturas,Infected,2014,06-Jan,41.41,-120.6781,5,
7860,Report 7860: Hunter has daytime sighting near Dos Rios,Infected,2014,09-Jan,39.68833,-123.4817,5,
12247,Report 12247: Two teenage girls have daytime encounter on Big Sur Coast,Infected,2014,Apr-15,35.5565,-121.2919,5,
27983,"Report 27983: Motorists encounter unusual creature on Highway 46 near Paso Robles, CA",Infected,2014,08-Jan,35.665,-120.55,5,
21563,Report 21563: Childhood Sighting Near a House in the Okanagan,Infected,2014,Jul-15,49.73385,-119.8076,5,
414,Report 414: Year long sightings by family,Infected,2014,Jul-15,26.5931,-80.21295,5,
2657,Report 2657: A tree stump moves closer to a group of young boys,Infected,2014,Aug-15,29.47035,-81.1273,5,
11812,Report 11812: Twilight sighting on the west side of Lakeland,Infected,2014,09-Jan,28.00845,-81.93871,5,
44837,Report 44837: Years of South Florida Skunk Ape stories supported by witness accounts and newspaper articles,Infected,2014,Jul-20,26.05091,-80.29457,5,
447,Report 447: Unusual incident... a horseback rider's close encounter,Infected,2014,Jun-15,34,-85,5,
6391,Report 6391: Camper sees sasquatch across Snake River,Infected,2014,Jun-15,45.9978,-116.9156,5,
10660,Report 10660: Motorist has nighttime sighting of animal east of Lebo,Infected,2014,11-Sep,38.3908,-95.6491,5,
10151,Report 10151: Motorist has nighttime sighting of animal near Marshall.,Infected,2014,Sep-16,42.323,-85.05965,5,
37553,Report 37553: Multiple childhood interactions recalled by a woman who grew up near Kalamazoo,Infected,2014,Mar-15,42.225,-85.6885,5,
1149,Report 1149: Late Afternoon sighting by motorist near Blue Springs,Infected,2014,Sep-30,40.1399,-96.7432,5,
6644,Report 6644: Deer hunters have daylight sighting near Seminole.,Infected,2014,11-Apr,35.26808,-96.60222,5,
13729,Report 13729: Logging crew has daytime sighting.,Infected,2014,Nov-15,42.28445,-124.2148,5,
6496,Report 6496: Bicycling student has night encounter,Infected,2014,Sep-20,41.45,-71.5,5,
11487,Report 11487: Security policeman has nighttime sighting at Myrtle Beach Air Force Base,Infected,2014,Apr-18,33.72,-78.9211,5,
10653,Report 10653: Young bike riders see large animal cross road,Infected,2014,Jun-27,47.18556,-122.2917,5,
24562,Report 24562: Man remembers running home when he and his friend spot a tall hairy creature near Woodinville,Infected,2014,Oct-16,47.75034,-122.1979,5,
26963,Report 26963: Blacksmith recalls seeing a creature come down a mountainside and shares a sketch he drew,Infected,2014,05-Apr,39.1611,-80.23375,5,
11570,Report 11570: Shuswap: Possible tracks in snow ; Possible sighting by child years later,Not Infected,2014,Dec-25,50.61847,-119.0812,5,
27778,Report 27778: Possible late night campsite intrusion in the Ocala National Forest,Not Infected,2014,Dec-20,29.22079,-81.80539,5,
45551,Report 45551: Recollection of setting up camp and observing a tall bi-pedal animal running near Palm Beach Gardens,Not Infected,2014,Jul-19,26.83656,-80.18501,5,
2100,Report 2100: Witness recounts he and his friend's encounters with a strange creature along with strange sounds and footprint finds,Not Infected,2014,Apr-30,33.97005,-84.20175,5,
7464,Report 7464: Deer hunter describes possible stalking on Pigeon Mountain.,Not Infected,2014,11-Jan,34.66029,-85.39171,5,
9954,Report 9954: Elk hunters find footprints on Stanley Butte.,Not Infected,2014,Sep-14,46.2404,-115.2088,5,
39827,Report 39827: Memory told of a possible sighting on a back road west of Hardin,Not Infected,2014,Jul-13,39.1633,-90.68208,5,
7386,"Report 7386: Observer hears scream changing to low ""demonic"" chuckle",Not Infected,2014,Dec-15,42.0288,-86.5153,5,
24620,Report 24620: Man recalls family experiencing possible intimidation near Ann Arbor,Not Infected,2014,Jul-30,42.2375,-83.67,5,
14223,Report 14223: Possible night time sighting by hunters in a marsh near Port Clinton,Not Infected,2014,Apr-20,41.48962,-83.06977,5,
1446,Report 1446: Deer hunters find footprints near Wahtum Lake.,Not Infected,2014,10-Jan,45.5666,-121.7745,5,
8621,Report 8621: Boy scout hears repeated screams,Not Infected,2014,Aug-15,45.4051,-121.424,5,
15744,Report 15744: Possible screams heard by campers near Indian Lake,Not Infected,2014,Aug-15,45.3712,-118.5518,5,
11328,Report 11328: Young girl has sighting near Milan,Not Infected,2014,Apr-15,36.0165,-88.76775,5,
967,Report 967: Teenage dirt bike riders hear screams,Not Infected,2014,07-Jun,48.02611,-121.6406,5,
43911,Report 43911: Memory told of screaming creature terrifying campers at Gold Basin Campground along the Mountain Loop Highway,Not Infected,2014,Sep-15,48.07834,-121.7363,5,
10919,Report 10919: Youth has sighting from his backyard on Air Force Base,Infected,2015,Sep-15,34.87,-92.12,5,
1366,Report 1366: huge human-like handprint found on top of a vandalized sign.,Infected,2015,Jul-20,39.26944,-106.3833,5,
592,"Report 592: Two witnesses observed a large, black-brown human-like form  between Wiles Rd. and Sample Rd",Infected,2015,Jan-15,26.27395,-80.1937,5,
16683,Report 16683: Daylight sighting at edge of woods near fishing hole outside Jacksonville,Infected,2015,11-Jan,30.2809,-81.83705,5,
40784,Report 40784: Memory told of a large hairy biped approaching a family as they dumped their garbage near Waukeenah,Infected,2015,08-Jan,30.40785,-83.96767,5,
49084,Report 49084: Memory told of a 'Hairy Man' crossing Hwy. 27 north of Homestead,Infected,2015,Jun-20,25.54494,-80.47805,5,
1270,"Report 1270: Newspaper article about ""The Lockridge Monster.""",Infected,2015,Oct-28,40.995,-91.75205,5,
6983,Report 6983: Hunter has early morning sighting near Challis,Infected,2015,10-Jan,44.25028,-114.7503,5,
2805,"Report 2805: Early morning sighting of creature looking at ""something"" in the snow in Vandalia.",Infected,2015,Dec-15,38.98,-89.136,5,
41318,Report 41318: Memory told of roadside sighting at night south of Rantoul,Infected,2015,10-Nov,40.26916,-88.1033,5,
26587,Report 26587: Woman recalls afternoon sighting near the outskirts of Marion.,Infected,2015,Jul-15,40.54919,-85.69739,5,
1326,Report 1326: Early morning sighting by a hunter,Infected,2015,Nov-15,37.64103,-97.40294,5,
3483,"Report 3483: Nighttime sighting outside farm house, west of Prairie Home (the town) near Pisgah Creek",Infected,2015,Oct-15,38.81124,-92.59781,5,
15075,Report 15075: School teacher remembers his close encounter with a sasquatch while hunting near Cape Fair,Infected,2015,Jul-15,36.67065,-93.65774,5,
1341,"Report 1341: Family witness a large, hair covered creature eating food from their garden.",Infected,2015,07-Jan,30.2464,-89.6111,5,
4681,"Report 4681: Nighttime sighting by teens, near Meridian",Infected,2015,Aug-14,32.2714,-88.7496,5,
3702,Report 3702: Daytime sighting by swimmers in Wolf Creek area,Infected,2015,07-Jan,42.375,-123.3833,5,
23771,Report 23771: Young hunter sees and hears a sasquatch near Applegate.,Infected,2015,Oct-25,42.02106,-123.2725,5,
26029,Report 26029: Recollection of a twilight encounter on Lake Keowee,Infected,2015,07-Jan,34.45025,-82.56786,5,
2050,Report 2050: While rowing a boat across a lake in Huntsville Park witness saw a dark animal in the form of a man running away,Infected,2015,07-Apr,30.61667,-95.52722,5,
1722,Report 1722: Creature sighted on White Horse Mt,Infected,2015,May-25,48.21167,-121.6769,5,
1724,Report 1724: Bonney Lake,Infected,2015,10-Nov,47.1772,-122.1852,5,
1730,Report 1730: Lake Tapps,Infected,2015,Oct-13,47.2416,-122.1833,5,
49019,Report 49019: Memory told of a close daylight encounter while playing near Mikana,Infected,2015,Jul-15,45.58858,-91.59938,5,
3143,Report 3143: Two children have encounter west of Benton,Not Infected,2015,04-Apr,34.52473,-92.70348,5,
4095,Report 4095: Surprise observation by two hunters on the opposite bank of the river,Not Infected,2015,Sep-20,34.47,-92.58,5,
5260,Report 5260: Family sees prints near Crescent City,Not Infected,2015,09-Jan,41.75611,-124.2006,5,
6706,Report 6706: Hikers see large print in Yolla Bolly Wilderness,Not Infected,2015,06-Jan,40.0625,-123.2208,5,
14271,Report 14271: Possible tracks noticed by hunters in the Everglades outside Everglades City,Not Infected,2015,09-Jan,26.0645,-81.3615,5,
24241,Report 24241: Family has a strange and terrifying encounter while fishing in the Everglades National Park,Not Infected,2015,Jun-18,25.19935,-80.87379,5,
3300,Report 3300: Trapper recalls large footprints he found while trapping near Pinckneyville.,Not Infected,2015,12-Jun,38.04813,-89.30435,5,
40842,Report 40842: Memory told of a possible sighting along Happy Hollow Road near Gorham.,Not Infected,2015,10-Nov,37.68393,-89.48825,5,
28453,Report 28453: Reliable military man describes childhood memory: Coon hounds flee a possible sasquatch 13 miles south of Muncie,Not Infected,2015,10-Jan,39.98705,-85.3149,5,
113,"Report 113: Son and friend find footprints. Later something stalks them along riverbank, incident retold by his father",Not Infected,2015,10-Jan,37.44208,-95.35479,5,
10765,Report 10765: Youth watches animal hiding behind trees near Nolin Lake.,Not Infected,2015,08-Sep,37.3817,-86.1358,5,
40316,Report 40316: Memory told of a possible encounter while coon hunting near Houston,Not Infected,2015,10-Jan,46.73252,-94.68516,5,
4763,Report 4763: Hikers find footprint in Great Smoky Mountains National Park.,Not Infected,2015,07-Dec,35.5131,-83.5582,5,
7954,Report 7954: Boater finds footprints on bank of Rogue River,Not Infected,2015,Sep-15,42.6425,-124.0255,5,
2397,Report 2397: Seven-foot tall creature seen by two youths; a local newspaper later carries story about other incidents in the same area,Not Infected,2015,Jun-30,33.75556,-96.53,5,
927,"Report 927: Campers hear loud animal ""roars"", from inside the treeline of a clear-cut",Not Infected,2015,08-Oct,47.8498,-120.9591,5,
1721,"Report 1721: Children find 19"" tracks in snow",Not Infected,2015,Apr-16,48.2688,-121.705,5,
4403,Report 4403: Late night encounter by young campers in Maple Valley Wa,Not Infected,2015,Jul-31,47.40667,-122.0375,5,
43648,Report 43648: Memory told of possible activity while trapping in Horicon Marsh,Not Infected,2015,11-Jan,43.425,-88.68,5,
4237,Report 4237: Three youths have a menacing encounter near Beckley,Not Infected,2015,07-Apr,37.80531,-81.14714,5,
1830,Report 1830: Two separate sighting reports of a creature,Class C,2015,Aug-25,34.1288,-86.68,5,
3044,Report 3044: Second-hand report of creature looking in at woman through window,Class C,2015,09-Oct,43.98694,-91.33662,5,
57471,Report 57471: Memory told of a close daylight encounter with a white Bigfoot while riding a motorcycle inside Camp Joseph T. Robinson,Infected,2016,Sep-15,34.92336,-92.30519,5,
10775,Report 10775: Nighttime sighting by motorist at the Saulteaux River,Infected,2016,02-Dec,55.26332,-114.3957,5,
8576,Report 8576: Man recalls seeing a sasquatch in the early evening near Great Falls,Infected,2016,Sep-15,50.5697,-96.17149,5,
115,Report 115: Young girls have daylight sighting near their home,Infected,2016,Aug-15,30.98555,-85.6489,5,
14525,Report 14525: Evening encounter with fisherman laying catfish lines on the Alapaha River,Infected,2016,10-Aug,31.24842,-83.13654,5,
36006,Report 36006: Man recalls multiple experiences (including a daylight sighting) as a youth near Gainesville,Infected,2016,Jun-15,34.36153,-83.87177,5,
28545,Report 28545: Man tells of the strange occurrences and his sighting as a teenager near Buckhart,Infected,2016,Sep-18,39.7721,-89.4691,5,
2381,Report 2381: Boy has evening sighting while bike riding with brothers near Booneboro River,Infected,2016,08-Jan,37.89508,-84.1989,5,
1356,Report 1356: Husband and wife observe sasquatch at river's edge,Infected,2016,08-Jan,38.655,-90.675,5,
23836,Report 23836: Several incidents experienced by father and son outside St. Louis,Infected,2016,Oct-20,38.73802,-90.53249,5,
